x,y,z
15.162867,0.0,-4.329521
13.082732,0.0,3.564422
16.915208,0.0,0.129788
14.618289,0.0,0.103252
14.12076,0.0,-0.457482
16.261048,0.0,3.527805
12.873145,0.0,-0.192003
16.556303,0.0,-0.519504
11.178269,0.0,-3.563986
18.775952,0.0,2.758101
18.472116,0.0,-0.808745
11.643336,0.0,-1.830975
19.236011,0.0,-4.603051
10.737897,0.0,0.853644
17.486655,0.0,-1.634296
10.838971,0.0,-1.7224
15.487233,0.0,-4.415692
14.454237,0.0,-2.509475
11.899571,0.0,-2.594397
10.505351,0.0,2.029505
10.69195,0.0,-1.445692
19.16755,0.0,-1.01585
13.454178,0.0,3.219014
15.079857,0.0,2.398663
14.868217,0.0,1.839962
15.529574,0.0,-4.212877
19.433115,0.0,-3.828673
16.228885,0.0,1.34657
17.62184,0.0,4.611379
19.792199,0.0,-2.621267
10.939038,0.0,-0.035809
15.140426,0.0,4.385044
19.480268,0.0,-2.539206
11.423272,0.0,0.727512
15.049639,0.0,4.369971
19.989539,0.0,0.082535
15.265243,0.0,-1.734689
14.623793,0.0,4.17273
16.763183,0.0,2.251915
15.055565,0.0,-0.807322
14.619947,0.0,0.776378
13.902773,0.0,4.669184
19.132477,0.0,0.474583
16.415873,0.0,-3.626269
13.636665,0.0,1.634079
15.679526,0.0,3.19095
18.077153,0.0,-0.556075
16.453322,0.0,3.314217
14.396575,0.0,2.04286
10.409317,0.0,-3.32705
16.988527,0.0,-4.603924
18.688735,0.0,1.116848
18.10127,0.0,3.923471
11.808055,0.0,1.159045
16.007014,0.0,4.407707
16.073927,0.0,-1.941624
19.361591,0.0,1.850046
17.806979,0.0,-3.976023
19.347344,0.0,-3.354486
17.383439,0.0,2.326597
16.36112,0.0,-2.512556
19.747806,0.0,-2.739523
17.390724,0.0,3.124855
14.818603,0.0,-3.879745
11.364092,0.0,1.915502
15.607989,0.0,-1.219153
14.750738,0.0,-4.32602
17.504276,0.0,0.713226
15.604422,0.0,-0.741017
18.005243,0.0,4.255276
15.554164,0.0,1.738664
12.726316,0.0,-4.829415
19.376169,0.0,-4.818413
11.362931,0.0,-3.050723
19.760209,0.0,1.015749
14.044085,0.0,3.742714
18.452645,0.0,1.893447
14.03087,0.0,3.758273
17.185888,0.0,2.263366
16.349602,0.0,2.814703
13.289402,0.0,-3.836246
18.002794,0.0,1.579082
16.660094,0.0,-1.440195
10.286222,0.0,-0.356753
16.414292,0.0,-2.087557
17.470013,0.0,1.221403
18.237203,0.0,-4.354443
14.750695,0.0,-0.3171
10.355519,0.0,1.468991
10.427411,0.0,3.199
12.921598,0.0,-0.124585
19.634177,0.0,4.989295
18.401765,0.0,-2.365376
17.236793,0.0,-2.189697
10.237417,0.0,1.610034
10.151537,0.0,-1.656259
17.836791,0.0,2.564306
15.173617,0.0,-4.853967
18.112633,0.0,-0.385968
18.306256,0.0,2.611938
18.681626,0.0,-2.832008
11.3692,0.0,0.612297
19.535948,0.0,-3.760284
17.390693,0.0,-3.99607
15.151041,0.0,2.741239
10.858267,0.0,0.750672
12.132788,0.0,4.040477
14.749098,0.0,1.798266
19.11692,0.0,3.705869
11.160213,0.0,0.541191
16.220771,0.0,-0.946511
18.616617,0.0,-1.695428
16.019061,0.0,-3.006935
14.779441,0.0,3.135493
18.740956,0.0,-3.361023
17.850154,0.0,-0.834891
15.188447,0.0,3.224319
19.075499,0.0,3.881108
12.943877,0.0,-3.166241
16.426908,0.0,-4.223943
13.652688,0.0,0.280392
11.078547,0.0,0.207793
11.224472,0.0,-0.153379
19.35968,0.0,-1.921512
15.650176,0.0,-4.050245
18.614279,0.0,-3.947576
19.542348,0.0,-0.007584
15.168961,0.0,-4.78595
15.938571,0.0,-1.980666
13.141361,0.0,-0.92832
19.16795,0.0,-1.040833
19.741723,0.0,-2.790819
19.465666,0.0,-4.5331
11.227425,0.0,-3.172866
12.894896,0.0,-2.674344
15.560142,0.0,1.82475
19.210448,0.0,-4.424981
10.68997,0.0,-3.842934
13.667146,0.0,2.148083
18.718194,0.0,-1.677344
13.920586,0.0,1.926473
19.07631,0.0,3.085269
16.627087,0.0,-0.205097
11.904475,0.0,0.309919
10.692341,0.0,4.847102
10.259475,0.0,2.14059
14.361915,0.0,1.804961
12.039554,0.0,4.194781
19.929688,0.0,3.694579
14.853152,0.0,-0.248766
16.878167,0.0,0.875477
17.073057,0.0,-2.093558
15.758399,0.0,4.819242
10.520639,0.0,-3.579187
13.624752,0.0,-3.826099
17.303441,0.0,-2.484264
19.513358,0.0,3.089798
15.590276,0.0,-0.62616
16.107655,0.0,1.574669
16.332817,0.0,4.583544
13.942613,0.0,4.149005
16.024174,0.0,1.411927
15.454666,0.0,-2.453004
18.943137,0.0,-3.657292
10.407319,0.0,-4.462915
10.666687,0.0,-4.003445
17.761025,0.0,0.893723
12.503644,0.0,-4.846789
13.761072,0.0,-2.227456
14.451934,0.0,-3.671123
19.637533,0.0,-2.91795
14.785367,0.0,-2.863911
17.431286,0.0,4.738064
11.7465,0.0,1.916901
13.597649,0.0,-2.880979
16.433562,0.0,0.134081
19.81809,0.0,-1.408464
19.760711,0.0,0.863058
15.557144,0.0,-3.288272
14.527873,0.0,-4.441269
13.873862,0.0,4.20955
18.231683,0.0,0.740452
16.980907,0.0,-1.323874
11.98053,0.0,-0.184443
17.087311,0.0,2.807199
11.161748,0.0,-0.227991
12.968387,0.0,3.361447
15.382348,0.0,0.671883
18.219444,0.0,-2.291838
13.269056,0.0,4.377351
10.352342,0.0,4.736393
10.643905,0.0,-1.14495
16.56218,0.0,-0.179204
12.938166,0.0,1.474967
17.082187,0.0,2.9039
12.959013,0.0,4.320323
16.657133,0.0,4.633483
14.953854,0.0,4.180022
11.702219,0.0,4.033796
15.474698,0.0,3.612347
14.686813,0.0,1.823399
14.276773,0.0,-0.246376
18.887131,0.0,-2.855881
17.437782,0.0,1.655938
11.992361,0.0,-4.314907
14.330182,0.0,-4.873102
15.827312,0.0,3.404638
16.050798,0.0,-0.639439
18.388057,0.0,0.614202
10.620582,0.0,4.860128
11.051164,0.0,-0.717368
17.767238,0.0,1.547307
12.650517,0.0,-0.706836
12.442348,0.0,-1.906052
16.617179,0.0,-4.297124
13.495551,0.0,-4.322246
19.871607,0.0,-2.571949
14.054083,0.0,-0.893072
17.983697,0.0,-3.062695
15.374796,0.0,2.736835
19.686565,0.0,0.455858
19.458522,0.0,-2.394132
17.235436,0.0,-1.017562
12.201886,0.0,-2.584601
10.619957,0.0,3.766027
19.161424,0.0,-0.594742
11.819687,0.0,2.079503
13.317743,0.0,4.149409
18.511696,0.0,4.058204
16.195595,0.0,-2.270079
17.192938,0.0,-1.758915
10.113886,0.0,-1.465299
14.151198,0.0,1.607795
11.419997,0.0,0.196214
12.219163,0.0,4.781934
19.762752,0.0,-3.934966
10.976947,0.0,0.177976
15.87194,0.0,4.664183
19.885811,0.0,-3.521094
19.061856,0.0,1.828685
14.399747,0.0,4.143416
19.64693,0.0,-2.972126
12.362005,0.0,3.621532
12.66972,0.0,-1.7248
12.74506,0.0,-4.8903
18.605507,0.0,-3.131515
10.15897,0.0,-0.069027
17.017856,0.0,-2.985537
10.392458,0.0,-3.471239
15.62267,0.0,1.827105
14.950148,0.0,3.275635
14.700399,0.0,-0.691634
15.109919,0.0,-3.378634
12.053252,0.0,-4.980184
15.801007,0.0,1.064835
15.225,0.0,0.903364
18.166175,0.0,1.90998
13.96613,0.0,3.96651
12.364138,0.0,-0.295186
16.599516,0.0,-1.23844
12.376715,0.0,-1.638724
11.511028,0.0,-4.71545
19.127266,0.0,-0.979386
14.792794,0.0,2.527102
12.367208,0.0,3.324247
15.005388,0.0,-0.134781
19.953809,0.0,4.399908
19.114288,0.0,1.416747
15.296737,0.0,2.12287
13.158008,0.0,-0.28018
15.575495,0.0,0.034596
14.89069,0.0,-2.578769
11.450792,0.0,-0.03635
17.742129,0.0,2.404905
15.232362,0.0,3.177249
11.605012,0.0,0.864866
19.158709,0.0,-2.282251
13.937468,0.0,-3.776734
15.286422,0.0,3.358364
14.134459,0.0,3.294068
18.149004,0.0,-1.380787
11.720874,0.0,1.410129
14.222484,0.0,-1.614385
18.074347,0.0,2.247239
10.260751,0.0,-2.230574
19.493594,0.0,-4.727509
19.6422,0.0,2.056928
18.291306,0.0,4.047699
13.646505,0.0,-2.865917
15.591064,0.0,2.388795
17.813608,0.0,3.850532
14.30054,0.0,4.761006
17.124254,0.0,0.935924
17.058692,0.0,-0.370286
19.976642,0.0,-4.758155
18.375825,0.0,0.083334
17.844405,0.0,1.988282
15.423014,0.0,2.119775
11.672761,0.0,1.828092
17.054649,0.0,1.048102
17.501936,0.0,0.539109
12.263309,0.0,3.490594
14.384729,0.0,0.085271
13.791279,0.0,0.979529
18.349385,0.0,-4.850724
11.933276,0.0,-2.308721
11.327219,0.0,4.51959
10.506882,0.0,3.544297
14.467974,0.0,0.360299
13.091502,0.0,-2.383176
11.041221,0.0,-3.366065
19.599146,0.0,4.649518
17.403285,0.0,-2.645253
15.503525,0.0,-3.811079
15.642735,0.0,-3.190872
14.874439,0.0,-3.053717
11.918693,0.0,2.167694
17.070381,0.0,-3.798106
14.987769,0.0,2.897609
15.770252,0.0,1.766542
14.225701,0.0,-1.622208
10.86358,0.0,4.730328
17.552546,0.0,-4.978071
19.996888,0.0,2.270744
17.148138,0.0,2.086629
15.655252,0.0,-1.651445
11.209681,0.0,-0.704296
14.443547,0.0,-0.336561
10.090605,0.0,3.782681
19.799535,0.0,2.526584
19.274453,0.0,3.665935
10.200601,0.0,3.548283
16.19292,0.0,-4.931521
16.901081,0.0,-4.192724
13.385499,0.0,-0.439987
11.051034,0.0,-4.303046
19.441922,0.0,-0.158116
18.83167,0.0,4.241468
14.28536,0.0,-2.472415
11.625159,0.0,-2.079797
15.869174,0.0,3.289448
19.293991,0.0,-4.72621
14.584873,0.0,-4.008198
18.07496,0.0,-3.558554
14.380638,0.0,3.703386
16.418357,0.0,-4.189798
17.682283,0.0,-2.324236
15.316909,0.0,2.041574
14.191986,0.0,0.163189
11.905699,0.0,0.857058
16.757396,0.0,4.499242
17.627608,0.0,-0.794188
13.696133,0.0,-3.29277
12.959586,0.0,2.68716
10.267878,0.0,2.879493
15.347219,0.0,2.007627
11.277669,0.0,-3.339107
19.253068,0.0,-3.693429
15.294992,0.0,-3.549224
16.662067,0.0,-2.441938
14.835515,0.0,-1.382847
11.873957,0.0,1.908791
17.873861,0.0,2.493394
19.07033,0.0,1.067113
17.890751,0.0,-1.939406
16.714166,0.0,-0.836886
16.317308,0.0,3.632655
13.156064,0.0,-0.632526
12.921494,0.0,-4.079477
16.942191,0.0,2.008754
13.425224,0.0,4.719078
14.751245,0.0,-4.105349
17.7387,0.0,2.650337
13.500596,0.0,3.098122
16.864816,0.0,4.410532
14.981452,0.0,-3.517143
11.206242,0.0,-4.707418
13.997142,0.0,-2.048173
15.08027,0.0,-1.781066
15.948643,0.0,-1.955511
15.05199,0.0,-0.084026
19.871096,0.0,-0.686797
16.430992,0.0,4.173614
13.740983,0.0,-3.803625
12.202189,0.0,-1.419213
19.336382,0.0,-2.001691
11.698213,0.0,-4.491059
17.906903,0.0,-2.324913
19.88571,0.0,4.255992
12.091077,0.0,-1.475842
19.087632,0.0,2.314738
18.762024,0.0,-2.377436
18.141223,0.0,3.800314
10.375307,0.0,3.231902
17.559786,0.0,-3.776352
18.485344,0.0,-2.680351
18.697664,0.0,1.878578
19.269555,0.0,0.338071
15.703296,0.0,-3.452304
12.10541,0.0,-2.048553
18.162827,0.0,-2.189857
11.75967,0.0,-4.700432
16.640688,0.0,4.829734
19.629341,0.0,3.43186
14.341127,0.0,-3.100875
10.908601,0.0,3.439604
16.552926,0.0,4.342677
18.734652,0.0,-0.569033
14.381764,0.0,-4.280491
18.427487,0.0,1.745438
10.367404,0.0,3.157642
18.980544,0.0,-2.32294
12.94705,0.0,-2.313252
19.743906,0.0,1.534057
17.359924,0.0,-3.03283
15.072754,0.0,2.56534
11.527072,0.0,1.380884
11.752201,0.0,-4.561085
15.531574,0.0,4.764796
11.489264,0.0,2.549355
14.467819,0.0,3.934549
11.746997,0.0,-3.943081
19.22619,0.0,3.009743
18.297519,0.0,3.945608
18.184204,0.0,-2.563389
11.008774,0.0,0.343409
19.536475,0.0,1.23914
13.257675,0.0,-2.546563
16.580674,0.0,-3.082279
13.66102,0.0,-1.987898
13.682158,0.0,-2.37493
13.832473,0.0,3.71407
11.698055,0.0,3.661011
10.621629,0.0,-3.665995
14.343242,0.0,0.148231
12.77898,0.0,0.248101
15.42237,0.0,2.584348
12.673573,0.0,4.029512
18.743653,0.0,2.583055
18.713717,0.0,-4.241232
13.428685,0.0,2.027671
16.164504,0.0,3.800055
10.307492,0.0,2.383976
17.624215,0.0,-0.071566
11.051512,0.0,-3.082892
11.654414,0.0,-3.438201
11.917783,0.0,0.329574
15.037978,0.0,-0.969445
19.063276,0.0,1.792469
19.486781,0.0,1.352293
11.271971,0.0,-3.360208
13.813215,0.0,4.38924
17.411713,0.0,1.192756
19.18428,0.0,0.343798
16.248435,0.0,1.602308
11.376739,0.0,1.441405
17.853733,0.0,-0.798904
14.024776,0.0,3.363516
19.523772,0.0,-1.604799
11.051126,0.0,-4.642658
18.913667,0.0,3.519336
17.127061,0.0,2.104905
14.379495,0.0,1.440136
11.501187,0.0,-1.937871
15.054235,0.0,-1.015513
18.905399,0.0,-1.87358
18.634144,0.0,1.880287
19.957535,0.0,3.010776
16.367198,0.0,0.476934
13.065753,0.0,-0.300726
16.355186,0.0,-4.390395
11.717645,0.0,3.182059
19.848387,0.0,-0.747887
16.69064,0.0,-4.94086
19.483945,0.0,-2.77842
10.409625,0.0,-0.811642
17.115049,0.0,1.421357
12.047718,0.0,4.422777
12.267844,0.0,0.173132
15.923555,0.0,4.594908
18.150402,0.0,3.604222
17.860623,0.0,2.949408
12.262119,0.0,1.85802
19.427746,0.0,-1.194837
17.689476,0.0,-3.523683
17.280045,0.0,-3.400229
18.274245,0.0,-1.554326
12.939522,0.0,-3.102797
19.76265,0.0,-2.845058
16.531913,0.0,2.670983
11.916639,0.0,4.778974
19.67877,0.0,-2.755903
19.289814,0.0,2.825815
19.537508,0.0,-1.980371
14.759331,0.0,-3.33935
13.626441,0.0,-2.199818
10.223288,0.0,2.776993
16.532501,0.0,-1.858424
10.311819,0.0,-3.040843
13.021325,0.0,-1.091125
10.029844,0.0,-0.568454
12.393099,0.0,2.758539
11.991856,0.0,-0.565242
13.511128,0.0,-1.330233
10.440276,0.0,-2.138563
18.244034,0.0,2.635549
16.09537,0.0,4.579875
11.301052,0.0,-0.150529
18.228433,0.0,-2.604577
10.902039,0.0,-2.504071
15.429586,0.0,4.46034
19.182048,0.0,-2.235847
12.621705,0.0,2.287627
11.599369,0.0,-2.272158
18.506933,0.0,4.896388
11.169081,0.0,-2.655953
11.453902,0.0,-1.437737
17.306587,0.0,2.064067
14.437493,0.0,-1.022809
10.885786,0.0,4.200038
19.532449,0.0,1.937242
16.302409,0.0,-1.316536
15.511672,0.0,-0.430202
16.4202,0.0,3.700484
12.989932,0.0,1.779942
18.271184,0.0,-4.94286
19.270875,0.0,2.123981
12.181379,0.0,-2.873657
17.964044,0.0,2.44497
18.572353,0.0,-4.001291
17.522018,0.0,1.388129
12.190822,0.0,3.278843
18.274578,0.0,3.196617
15.260319,0.0,1.384511
15.49135,0.0,1.485689
18.542779,0.0,0.149592
17.005761,0.0,0.216665
10.170733,0.0,4.150034
10.308438,0.0,-1.423815
12.303464,0.0,-2.867589
13.696239,0.0,3.353444
15.949473,0.0,3.87694
17.362178,0.0,2.567113
12.173188,0.0,-0.820698
10.482234,0.0,0.033226
18.416305,0.0,-2.094048
11.318448,0.0,3.10729
11.640741,0.0,-2.96068
14.680735,0.0,1.96929
13.883917,0.0,-0.767078
15.391723,0.0,-2.874847
12.665334,0.0,4.663414
11.021597,0.0,3.066806
18.666851,0.0,1.482993
19.190606,0.0,0.482965
17.930652,0.0,-0.28894
16.22468,0.0,2.370635
14.5898,0.0,-2.302347
14.020695,0.0,0.29257
16.936169,0.0,-0.951643
15.687474,0.0,-1.777901
12.343497,0.0,-4.848918
17.155061,0.0,-2.165245
11.637177,0.0,1.465738
13.821416,0.0,-2.184662
10.393354,0.0,2.348205
14.581265,0.0,4.045008
14.36929,0.0,-2.836132
17.564326,0.0,-3.57843
16.963141,0.0,-0.180496
16.865524,0.0,0.622523
12.953927,0.0,-3.084229
17.834821,0.0,2.567503
19.41758,0.0,2.766467
18.098377,0.0,0.813971
17.945827,0.0,-1.211806
15.744942,0.0,2.952733
17.392579,0.0,2.057329
13.196108,0.0,1.204962
19.595268,0.0,3.689151
10.630192,0.0,4.365778
19.361059,0.0,3.417581
10.598947,0.0,4.674559
13.120515,0.0,-4.607782
14.666484,0.0,-2.625233
12.983981,0.0,-4.284794
15.164074,0.0,4.150578
12.750097,0.0,-3.919842
12.475623,0.0,-2.277707
19.452391,0.0,-4.021017
19.139969,0.0,-0.772374
11.442521,0.0,-1.614889
15.616721,0.0,-2.760232
10.933414,0.0,-3.124978
19.84095,0.0,4.379315
14.243341,0.0,1.165965
19.969341,0.0,-2.708437
16.097675,0.0,2.288916
17.662239,0.0,-1.695074
11.151478,0.0,4.878612
14.698394,0.0,2.079649
15.141023,0.0,-0.727394
10.035859,0.0,4.739584
18.938802,0.0,-2.476654
10.978683,0.0,-2.36671
13.240534,0.0,-1.098011
12.203468,0.0,0.829559
16.993746,0.0,-3.989627
17.919063,0.0,4.067409
13.456642,0.0,-2.961953
13.386494,0.0,-3.406518
12.8955,0.0,1.636823
18.875498,0.0,-4.920736
16.523146,0.0,-4.09866
16.86907,0.0,4.966938
16.35415,0.0,-1.993905
14.365186,0.0,-4.773718
17.025122,0.0,3.911813
10.550231,0.0,3.526027
15.865404,0.0,4.136946
14.162606,0.0,1.140166
14.537661,0.0,-3.545927
15.695805,0.0,4.202425
14.229606,0.0,2.398744
14.553794,0.0,2.567198
14.514284,0.0,1.379759
14.981961,0.0,-3.615664
13.630895,0.0,-1.213969
11.323683,0.0,0.58848
19.80086,0.0,3.567204
10.607601,0.0,2.565586
10.145406,0.0,2.961644
10.509279,0.0,2.236909
12.358251,0.0,-3.257915
17.553145,0.0,3.035218
17.595844,0.0,4.96491
15.519449,0.0,-0.14018
14.193136,0.0,2.266677
13.021933,0.0,4.668734
14.780214,0.0,3.937069
10.548677,0.0,2.950205
19.581745,0.0,2.225374
15.096418,0.0,-2.217921
15.697297,0.0,0.731879
11.167487,0.0,-1.335864
13.931773,0.0,1.121687
11.973462,0.0,1.975748
10.224267,0.0,4.675022
11.233809,0.0,-1.636516
13.875596,0.0,3.53545
12.574508,0.0,1.457763
10.632259,0.0,-2.825265
16.015725,0.0,-0.614136
19.182815,0.0,4.1023
19.340748,0.0,-3.046803
18.764603,0.0,2.673244
18.163966,0.0,-2.879197
15.754481,0.0,-4.551437
10.693649,0.0,-1.843978
19.635303,0.0,-0.346054
16.368841,0.0,-2.856558
17.809623,0.0,-2.576213
13.080184,0.0,-3.940922
12.476723,0.0,-3.631683
15.069603,0.0,-4.496563
15.96689,0.0,2.918018
16.92821,0.0,0.637969
10.207283,0.0,1.618468
12.262309,0.0,1.058362
14.215229,0.0,-1.029799
17.989579,0.0,-0.883607
19.881875,0.0,-2.622647
11.437614,0.0,-1.984858
11.68346,0.0,2.393958
19.849991,0.0,3.336425
10.627474,0.0,-4.301206
18.094727,0.0,0.692995
19.349308,0.0,-4.63317
17.491288,0.0,-3.663069
10.456208,0.0,0.934423
14.542393,0.0,-1.522253
13.110869,0.0,-0.676188
18.410211,0.0,-3.732238
18.059654,0.0,0.768024
18.884955,0.0,-4.401687
11.932624,0.0,-0.104888
18.326893,0.0,-4.825056
16.285575,0.0,2.605571
16.51842,0.0,2.403904
10.646505,0.0,2.93594
14.77409,0.0,3.618744
