x,y,z
26.712683,-3.767433,-2.104046
29.786671,4.995447,-4.343572
25.081984,0.90173,2.619572
29.0745,4.913598,-2.341147
30.371821,4.986156,3.461689
26.164306,3.207405,4.655004
28.098485,4.62431,-4.616078
30.457091,4.979063,-3.421347
31.440327,-4.788054,0.429673
25.026114,0.510352,0.496245
27.916908,-4.545407,0.048859
34.930372,0.831522,1.880316
33.284332,3.770035,1.51954
25.343161,1.820398,0.962356
34.622689,1.905452,-4.710714
33.121364,-3.906032,-0.372025
27.790052,4.485101,3.943549
25.771509,2.668307,1.762759
34.521589,-2.134299,2.40723
34.224269,2.674986,-4.057327
31.632502,-4.725985,2.128994
32.534203,4.310199,-4.808762
28.615714,-4.804555,-2.328418
34.995479,-0.212587,3.994044
34.991463,-0.292051,1.707117
32.339749,4.418775,-2.255228
33.334709,-3.725549,2.092654
32.846423,4.110703,4.591831
27.56842,-4.368915,1.127223
29.098841,-4.918121,0.433935
28.550851,4.785391,-1.643128
34.968262,0.562471,-2.982947
29.247624,-4.943069,-3.265826
34.818472,-1.335037,-3.334288
26.074489,3.096831,0.036356
25.019404,0.440072,-1.253516
28.575634,-4.792826,-1.167535
26.965744,3.974078,4.913429
25.059919,-0.771748,-4.764068
31.481578,-4.77545,2.543805
33.686349,3.377992,0.794747
34.960945,-0.623719,2.843443
34.440196,2.298839,4.550266
33.735433,-3.323633,2.850741
32.496625,-4.332074,-3.579368
34.998818,0.10872,2.288523
29.819022,4.996724,0.781363
25.241315,1.534574,-0.372797
25.034665,0.587746,0.467969
27.836638,-4.507756,-2.383301
32.704971,-4.205132,1.479258
33.968199,3.04194,2.77538
26.227448,-3.281441,4.536507
28.933319,4.884894,1.063924
31.273223,-4.835174,2.326829
28.877083,4.872274,4.567098
25.771842,-2.668835,-2.712711
27.070258,-4.051742,-1.390934
34.651632,-1.833664,4.056256
26.899914,3.922941,-0.876998
26.26233,-3.321118,-3.010018
25.588426,-2.353298,2.454572
25.130078,1.133077,-3.930139
25.905176,-2.869219,2.37327
25.007324,-0.270535,0.962909
34.106252,-2.85284,4.958278
25.28979,-1.677476,-1.548979
25.517403,-2.215022,-0.246627
25.231417,1.503534,4.662346
26.170763,-3.215111,-4.716256
33.286928,3.767771,-4.474828
34.999652,0.059027,1.137916
25.343049,1.820112,2.339258
34.11327,-2.842712,-2.593312
32.471492,4.346462,-4.247644
34.74156,-1.586696,-0.000803
34.385209,-2.40207,-1.39339
30.081246,-4.99934,-3.466296
29.56597,-4.981126,1.829529
34.994676,-0.230678,-4.381782
32.727978,4.190243,-4.038888
33.411554,3.655311,2.88308
29.411576,4.965255,4.480834
28.246171,4.682316,-1.97721
33.72873,-3.331152,-1.159172
27.486454,4.322278,2.784646
34.533829,2.108174,0.870535
26.702716,-3.758712,-3.617315
33.525955,-3.545087,-0.731737
34.536424,2.102584,0.452404
34.846896,1.227842,4.008841
25.858196,-2.800974,3.684606
33.938824,-3.079881,-0.052531
25.255179,1.576918,4.196626
26.353973,-3.421474,-4.381111
30.19699,4.996118,-2.807052
28.031841,-4.596341,-0.687606
25.001407,-0.118596,4.712856
33.421603,-3.645906,0.438347
32.233284,4.473527,-0.730516
33.129629,3.899413,-0.449338
31.715835,4.696372,-2.474342
34.805584,1.380711,0.810198
26.026542,3.035067,1.823853
31.176996,4.859494,-0.149472
25.160581,1.256992,2.942494
33.30467,3.75222,1.846429
26.033405,3.044031,-2.029095
33.4629,-3.606705,3.289592
34.984111,-0.398296,-1.780877
34.999939,0.024759,-2.166559
25.797539,2.709117,-1.77558
26.299655,3.362655,-1.084655
30.585604,4.965588,-2.633047
33.921292,-3.102171,-3.623558
29.240651,-4.942002,-2.398451
34.566436,2.036582,0.845397
26.248996,-3.306051,-2.647711
27.558209,4.363217,-3.640373
27.438983,-4.294321,-0.574452
25.001689,0.129967,-3.394901
32.89817,4.074385,-3.499209
32.34532,-4.415821,0.418257
25.059285,0.767685,0.438623
25.641143,-2.449564,3.606305
28.603129,-4.800912,-2.782794
34.959416,0.635762,3.208378
25.891322,-2.849345,-2.02282
34.47862,-2.223053,-4.750861
34.291352,-2.565988,2.52892
34.991239,-0.295864,-3.316775
31.280802,4.833172,-1.504279
30.71305,-4.948895,1.919726
27.27895,4.194745,1.773941
33.778967,3.274051,-2.730435
34.148582,2.790926,4.136909
30.491894,-4.975745,-0.396291
25.345811,-1.827163,-3.919261
26.992916,-3.994677,-4.166804
29.463542,-4.971138,-1.58716
29.229668,-4.940303,-1.210142
32.12926,4.523964,0.090007
32.72846,4.189929,1.2281
31.707503,4.699408,3.965281
29.796967,-4.995876,-4.778891
32.236033,4.472154,-2.036827
25.426432,-2.020514,-4.332417
33.148845,3.883912,-1.421162
25.161619,1.260981,4.900757
25.218905,1.463259,-0.29394
25.132196,-1.142141,0.518131
29.180744,4.932425,-4.864902
33.704158,3.358455,1.733636
26.692289,-3.74954,-2.949981
25.432489,2.034168,4.872296
25.397424,-1.953533,1.006701
31.11297,4.874556,-4.537261
25.000001,0.002704,-4.705789
34.962952,0.607543,-4.333374
29.672583,4.989268,-4.455372
25.22048,-1.468398,1.307192
29.784201,4.995341,-4.824563
28.699855,4.828004,2.940689
29.763536,4.994405,0.705622
28.708489,-4.830321,3.620872
33.342237,-3.718797,2.540343
34.715556,1.662388,-3.856321
27.024126,-4.017981,1.929908
28.974397,-4.893683,-1.903605
34.538151,2.098853,-4.84624
33.468572,-3.601251,4.172778
34.527484,2.121765,-0.285589
33.176116,3.861643,-4.211475
33.547391,-3.523637,2.401552
31.590673,-4.740228,-0.165344
25.412802,-1.989375,1.583158
31.088426,-4.880095,3.771295
30.142155,4.997979,3.122756
28.285247,4.696767,2.762982
32.854109,4.10537,2.516683
29.60411,-4.984302,1.275603
25.004111,-0.202708,-1.725186
34.994765,-0.228733,-0.783184
28.816875,-4.858005,-1.664905
34.842091,1.246657,-2.347751
27.491415,-4.325159,-1.944952
26.524585,-3.594648,4.832564
25.004596,-0.214325,2.40894
33.790982,-3.260131,4.179058
27.697903,4.438508,-1.665821
29.128461,-4.923456,-0.733481
33.438012,-3.630437,4.045022
25.167474,1.283234,-1.986506
29.630971,-4.986363,-0.978992
32.250126,-4.465079,4.705978
30.588168,-4.965285,2.794252
33.304653,3.752235,-4.160259
31.050467,-4.888407,-3.932932
27.075464,-4.055501,-2.376115
26.620344,3.684823,-3.732912
25.115106,1.06668,-4.77651
26.205297,-3.255799,0.368249
32.808371,-4.136792,4.999166
28.521088,-4.776277,-1.18053
31.909767,-4.620908,-1.638118
34.979027,-0.457486,3.149941
26.596921,-3.663203,1.337589
34.902555,-0.982319,1.225321
34.28498,-2.576615,-1.570529
26.562941,-3.631339,3.977339
27.899847,4.53755,-0.560751
31.907992,-4.621641,0.261807
31.227886,4.846885,3.377099
34.993297,0.258823,-1.92135
28.171424,-4.653634,-2.212623
27.970801,-4.569721,-3.359267
34.935207,-0.802329,1.137007
25.486294,-2.15092,3.843843
25.853709,2.794329,3.74914
31.992045,-4.586039,-0.98147
28.971822,4.893143,1.008259
26.936852,3.951851,4.07518
27.854792,-4.516424,2.38237
34.466748,-2.246811,-3.384249
34.598164,1.963897,1.644455
26.271062,-3.330919,0.634232
30.67131,-4.954729,1.7922
28.147373,-4.644112,3.220897
25.000162,-0.040252,-3.570577
34.655235,1.824496,-4.58845
34.889919,1.043406,4.432368
30.980563,-4.902907,-1.795055
27.909568,-4.542036,4.888511
25.613116,-2.39901,-0.768569
25.036877,0.606145,-2.12345
28.417458,-4.742949,0.144941
32.584134,4.28045,0.633122
34.142761,2.799559,1.06515
34.954971,0.669521,-2.503508
26.333693,-3.399735,-4.601041
27.0284,4.021143,-3.65885
30.140122,-4.998036,0.581531
27.389743,4.26457,0.960963
34.506915,2.165114,-3.168942
27.83604,-4.507469,-3.96685
31.224833,-4.847657,3.811604
34.901835,-0.985908,-0.385533
34.80908,-1.368485,2.22314
25.395445,-1.948865,-3.980421
32.908067,-4.067327,-4.888117
25.554042,2.287675,4.146761
32.722016,-4.194118,-2.328425
29.325183,4.954253,2.845672
32.205514,4.487283,3.618065
34.729563,1.622107,-2.582553
34.376136,-2.41856,3.189785
27.508951,-4.335282,-1.128909
25.958788,2.94425,-4.152599
33.115138,-3.910999,3.012287
34.969746,0.549201,1.52523
25.084709,0.916471,-4.256477
25.467195,2.110373,-2.115691
25.019201,0.437765,0.543353
27.625572,4.400238,-1.848144
28.102056,-4.625777,4.031809
33.254288,3.795999,-4.803327
29.618529,4.985427,2.080615
30.850088,4.927205,-4.181293
30.734598,4.945742,1.587367
29.21917,4.938654,-3.776097
30.165838,4.997249,1.625579
27.729076,-4.454537,-0.227684
25.269496,-1.619362,1.743111
34.884681,-1.067658,-2.254567
25.784761,2.689194,2.261271
25.009259,-0.304146,4.39929
33.989029,-3.014573,-2.44405
28.271772,-4.691826,1.610028
34.444023,-2.291432,2.575268
28.2481,-4.683038,-1.076618
26.629836,-3.693507,-0.208619
29.136725,-4.924912,-0.872239
27.615949,4.395031,2.643234
33.657692,-3.409001,1.870259
34.342597,-2.478276,0.265481
26.98328,3.987405,-3.629509
33.078365,-3.940009,-3.51678
34.726555,1.630852,-3.984827
25.378322,1.907902,0.845267
26.139675,3.177718,-2.274441
25.031524,-0.560578,-1.558551
34.170113,2.758652,-0.474343
29.266332,4.94588,-2.122205
30.501933,-4.974743,3.507267
28.837784,-4.86305,-2.085914
34.250721,-2.63275,-2.977539
25.068336,0.823829,2.841112
28.197497,-4.663795,-4.057815
32.080346,-4.546665,-3.10671
25.091491,0.952126,3.809143
25.053521,0.729617,-1.430592
31.885841,4.630724,1.431188
34.400977,-2.373058,2.557856
32.16103,4.508874,0.384902
25.006246,0.24984,4.432493
27.309845,-4.214625,-0.36385
25.397327,1.953306,-3.411415
33.288477,-3.76642,-4.371504
25.618422,2.408688,2.111708
26.209237,3.260386,-4.530415
27.485919,4.321967,1.941087
33.952324,-3.062537,2.15328
31.550326,4.753576,-0.61488
25.336636,1.803619,-1.530861
29.704592,-4.991266,-2.566488
34.554625,-2.062859,2.297899
28.005942,-4.585164,0.657145
28.990039,-4.896936,-2.697139
33.918519,3.105674,2.042432
34.333658,-2.493874,2.397791
34.984174,0.397499,-1.647032
30.307939,4.990508,-4.877752
25.0245,-0.494364,2.292439
25.070855,0.838765,-2.366397
34.993112,-0.262352,4.904422
28.56217,-4.788804,4.325906
25.638803,-2.445397,-0.636264
29.695486,-4.990718,-3.051439
33.058013,3.955826,2.239089
28.856177,4.867409,-0.330333
34.295645,-2.558795,-1.683895
29.419677,4.966208,0.252383
34.38793,2.397097,3.354168
25.208649,1.42932,-3.649432
34.997019,-0.172623,1.638183
33.716199,3.345126,0.90364
30.794388,4.936491,1.456709
30.388498,-4.984884,4.841416
27.320355,-4.221315,-3.038587
27.005382,-4.004031,-2.25546
25.568382,2.315332,2.972353
29.44126,-4.968683,-3.227908
34.642051,-1.857785,0.984277
25.842601,2.777775,3.961617
34.263969,2.611239,-2.671605
34.993604,-0.252831,0.410025
33.244839,-3.804079,2.151467
25.659712,-2.482317,2.996982
34.363302,-2.441638,-0.843781
26.195492,-3.244336,3.820797
32.003422,4.581081,3.743557
25.418992,2.003587,3.316807
25.264477,1.604625,1.071206
29.158511,-4.928681,2.493386
29.109891,-4.920133,2.581468
31.618323,4.730859,-4.439174
34.866845,-1.146221,-1.799603
26.519401,3.589629,0.964714
25.499557,2.178534,-3.234472
26.774893,3.820823,4.191648
28.749548,-4.841112,-2.542735
32.942964,-4.042149,2.119619
25.727688,-2.597566,-2.190459
31.515633,-4.764751,-4.263163
25.130675,1.135639,-1.022225
25.515584,2.211337,-0.990151
30.604838,-4.963282,-1.784199
34.71479,1.66456,3.828556
25.216976,1.456943,-0.060071
30.191999,-4.996312,-0.214988
34.52819,2.120259,-2.044747
25.851827,2.791534,2.594227
27.942508,4.557052,0.946089
30.941925,-4.910476,-1.946276
34.140307,2.803188,4.329935
33.714081,-3.347477,-0.553217
33.557327,-3.513605,2.351855
27.77833,-4.479306,0.057967
30.662722,-4.955885,3.422831
32.071527,4.55069,4.679129
25.516874,-2.213951,-0.828288
25.838848,-2.77215,4.464842
27.447247,4.299239,-0.25297
33.644493,3.423108,1.017565
25.032661,0.570561,4.663879
29.925034,-4.999438,-0.933295
30.972238,-4.904565,3.847979
27.041124,4.030515,-1.12379
25.015589,0.394517,-4.223737
32.293344,4.443037,4.214894
29.479996,4.972886,0.500779
26.600147,-3.666197,4.595039
27.177812,-4.127379,3.368202
29.425345,-4.966867,2.714896
33.967618,3.042697,-3.490595
26.25392,3.311629,-3.149027
34.488668,-2.202694,0.482005
25.213798,-1.446467,-2.957686
32.121704,-4.527513,-2.440824
33.078641,-3.939793,2.721016
25.042139,-0.647774,-0.142215
25.258803,-1.587781,0.621911
25.960307,2.946333,4.177473
25.007107,-0.266498,0.926027
25.007402,0.271964,-2.837472
26.487104,3.558028,-2.456438
34.854888,-1.195851,-2.977819
32.430434,4.369553,0.361394
34.845049,1.235113,1.947392
32.09574,-4.53959,-2.56465
34.859903,-1.175305,1.775472
32.203667,-4.48819,1.667771
27.011495,4.008595,-1.359392
32.180451,-4.499515,1.380576
29.348339,-4.957352,-1.117907
30.711528,-4.949114,4.416187
26.82905,3.865886,-0.06307
25.776538,-2.676261,3.077808
33.403144,-3.663142,-4.566939
33.910718,3.115491,3.350015
30.014255,4.99998,0.822325
34.267581,-2.605331,-0.803449
26.859424,3.890602,3.272934
34.4655,2.249291,2.750431
32.837854,4.116623,-3.262373
25.045278,0.671368,-0.21741
34.785104,-1.450096,2.989368
32.603514,-4.26869,-4.396321
26.367548,-3.435884,0.317218
28.789314,-4.85121,0.567467
25.211997,1.440496,4.208717
29.969289,-4.999906,-3.091824
33.469516,3.600341,-0.585836
25.07889,-0.884689,0.874087
30.64026,-4.958837,2.772471
28.612496,-4.803627,1.064773
34.999862,-0.037192,-1.919401
29.23456,-4.941063,-3.668646
27.483034,-4.320287,4.256645
28.749431,4.841082,1.290952
28.089955,-4.620793,-1.441152
31.936477,-4.609779,0.430245
34.44692,2.285804,-1.787343
26.707446,3.762857,-4.528238
33.06877,-3.947487,3.190938
27.488225,-4.323308,-1.498457
29.987641,-4.999985,1.259839
27.287682,4.200397,3.017891
32.264249,-4.457934,-0.168558
31.743766,-4.686073,1.693488
34.872995,1.119784,-4.640408
29.260331,4.944986,3.007976
27.875284,4.5261,2.641921
30.941203,-4.910615,4.645135
25.008258,0.287255,4.353702
30.335327,-4.988743,3.075399
26.622759,3.687037,-3.208512
34.022027,-2.970404,-4.398358
25.26706,-1.612229,3.253307
34.915923,0.91307,1.317279
34.104673,2.855111,0.889635
34.923555,-0.870982,-0.879574
28.5992,4.799767,-1.797956
26.460598,-3.531662,-3.482897
25.939746,2.917934,4.836107
33.328486,3.73111,2.952474
34.830625,1.290371,-4.530292
25.521867,-2.224034,-4.712686
27.200925,-4.143088,3.543411
25.214843,-1.449923,3.844175
33.949089,-3.066708,0.960529
33.603766,3.465959,-0.987303
28.781226,-4.849185,3.172006
34.434727,-2.309371,0.165314
25.217274,-1.457921,4.90987
26.232855,3.287646,-2.026054
34.344934,-2.474176,1.821058
26.319882,-3.384779,-0.82571
25.615975,-2.404231,-2.835424
25.122287,1.09905,3.979093
27.609002,4.391256,4.578909
26.156811,-3.198421,2.463607
33.872072,3.163394,-4.179178
34.122192,2.829758,0.583814
34.457826,2.264462,2.267748
28.63114,4.808973,1.551013
34.972671,-0.522055,2.578544
27.745426,-4.462835,2.128771
30.912712,4.91599,-0.009134
34.716287,-1.660312,0.075422
27.121098,-4.088022,2.678414
31.111826,4.874817,0.094715
34.969333,-0.552929,-4.302215
31.620115,-4.730246,2.880481
32.983079,4.012635,-1.307296
25.000845,-0.091899,0.327985
28.900133,-4.877529,1.424731
32.997105,4.00217,0.358071
34.266666,-2.60683,2.465184
25.69797,2.548046,1.836299
26.110294,-3.141685,1.944903
32.046309,4.562085,2.625165
31.605463,4.735239,1.979487
34.817306,-1.33924,-3.061938
34.829404,1.294936,2.500624
33.079637,-3.939015,4.441021
33.379694,-3.684789,-4.974186
27.499017,4.329559,2.908136
31.995366,4.584595,0.687289
29.599733,4.983953,0.198679
25.382972,-1.919129,-4.610266
31.650635,4.719682,2.345999
33.691897,-3.371927,2.31972
25.472186,-2.121062,-1.466028
25.561504,2.30212,0.548405
29.555439,-4.980197,3.967909
31.006659,-4.897615,4.273844
34.403757,-2.367895,1.634674
25.042389,0.649687,-0.282032
32.60013,4.270752,3.502477
25.063164,-0.792242,4.01067
28.153866,-4.646696,2.262961
26.752172,-3.801528,-1.591379
34.939274,-0.776896,0.36611
33.853273,-3.186265,0.984939
27.433866,4.291265,1.693509
34.528205,2.120226,4.952363
33.159725,3.875066,-2.352891
30.140223,-4.998033,1.62231
34.295343,-2.559303,-3.010673
29.936987,4.999603,-4.648095
26.892421,-3.917008,4.030097
29.676038,4.989494,3.417979
25.00688,-0.262207,4.67622
25.952982,-2.936264,4.452212
25.661152,-2.484834,-1.268864
31.808716,-4.661389,2.286586
25.948925,-2.930664,4.884076
25.773422,-2.671337,2.720221
30.625268,4.96075,0.66683
25.892839,2.851531,4.356887
29.91921,-4.999347,4.376634
31.648302,4.720498,-2.881419
34.981185,-0.433358,2.276562
29.251451,-4.94365,-0.313333
27.488853,-4.323672,-3.791001
34.562956,-2.044367,3.087002
30.783104,-4.938294,-4.533129
26.970257,-3.977519,-2.094396
32.599194,-4.271322,2.115751
27.227536,4.160942,3.339143
30.003963,-4.999998,1.329469
33.408271,3.658372,3.026371
34.015862,2.978733,-1.84146
28.07473,-4.61447,4.50094
26.440598,3.511504,-0.485292
32.864684,4.097998,2.332278
25.021987,-0.468384,-4.39648
26.660354,-3.721124,1.516794
25.618918,2.409589,-0.970238
29.292641,4.949711,2.124822
25.026033,0.509561,2.715955
34.631063,-1.885008,-4.247731
26.140783,3.179063,-0.242546
27.808655,-4.494219,3.832302
34.950154,-0.704257,1.413893
25.496376,-2.171951,-4.736583
31.139445,-4.868436,-0.076822
26.339014,-3.405464,-2.650882
25.357216,1.855951,4.015923
33.110841,3.914418,3.67433
34.265502,-2.608734,-1.849287
33.722172,3.338478,3.796726
34.8078,1.372975,3.942923
34.885357,1.064561,3.527915
34.902065,-0.984763,-2.021822
29.982235,4.999968,-2.078079
26.478437,-3.54945,-2.466488
32.479429,4.341939,1.384864
32.039254,4.565243,1.840575
26.739104,3.790324,2.737408
31.107888,4.875714,-4.404842
27.233963,-4.165218,-4.031359
34.988561,0.338024,-2.392751
26.705997,3.761588,-0.130482
28.271011,4.691545,-2.135377
31.931052,4.612054,2.689491
33.103967,3.919871,-0.97463
26.565498,-3.633758,2.975886
28.116217,-4.631561,-3.623491
33.954261,3.060036,-2.521548
28.95042,4.888597,4.110095
34.155933,-2.779968,-0.428105
30.17433,-4.99696,-2.457221
34.70852,-1.682213,-1.053227
34.986362,-0.369045,0.156985
25.050403,0.708162,1.416986
32.799392,4.142874,-0.304257
29.256184,4.944364,1.148487
25.000932,0.096541,0.22228
26.44605,-3.517022,0.646646
29.869912,-4.998307,1.897432
25.252305,-1.568244,-1.826255
28.493876,4.767766,1.91117
33.161508,-3.873611,2.350584
28.872975,-4.871326,-3.49703
34.93844,-0.782181,-3.934102
25.024033,-0.489649,-1.850665
33.736109,3.322874,-3.455965
33.063111,3.95188,4.461188
29.890056,4.998791,2.364484
34.995235,0.218231,4.845515
27.658251,-4.417716,-0.791952
28.762923,-4.844548,2.338396
34.154376,-2.782294,0.621001
26.244555,3.301005,1.965281
25.008609,-0.293289,2.462691
33.210152,-3.833396,2.008501
27.188284,-4.13452,2.854272
34.934845,-0.80455,-0.09614
25.001924,-0.13871,-1.192665
27.374627,-4.255281,4.496901
28.104004,4.626575,-1.52216
31.625774,4.728304,-2.211832
27.533203,-4.349128,0.623492
29.291639,4.949568,-0.055586
33.773614,-3.28022,-1.723054
25.081664,-0.899984,-1.751626
25.084576,-0.915755,-1.539542
32.215736,-4.482244,-1.274782
25.75673,2.644743,0.273617
28.931244,-4.884441,2.355159
25.34641,-1.828689,-3.255084
28.314905,-4.707489,-3.520071
25.222841,1.47606,-3.694537
31.956744,-4.601212,1.447242
28.040287,-4.599948,3.519333
30.729064,4.946561,-4.575242
30.848579,-4.927465,0.227869
34.739978,1.591417,4.5779
29.882321,4.998615,-1.964295
34.498034,2.183503,0.735753
26.088893,-3.115003,-1.108293
34.909222,-0.948439,1.781906
34.411276,2.353858,0.402775
26.542067,3.611468,4.270085
34.933352,-0.813659,0.145631
31.519049,-4.763663,-0.105409
34.733618,1.610237,-1.560236
28.842909,4.864272,-1.675369
34.989038,0.330912,4.677488
27.684836,4.431706,-3.867508
25.029314,0.540627,-1.262611
29.184395,-4.93303,-4.101889
31.185856,4.857339,-3.595938
34.966526,0.577597,0.124959
31.647383,4.720819,-1.142141
25.373372,1.895867,4.489094
34.943844,-0.747265,-0.112026
32.959404,-4.030128,1.479308
31.323234,-4.821727,-4.145667
29.681,-4.989814,4.651362
28.056063,4.606638,2.448549
27.400555,4.271169,-3.209334
28.47325,-4.761201,1.26449
32.673152,-4.22543,-2.083457
25.849525,2.78811,-2.234422
25.4677,2.111459,2.999065
34.8937,1.025526,-4.54719
34.996282,0.192775,-2.852689
28.716496,-4.832455,2.147084
34.974052,-0.508734,-3.721324
33.332209,3.727785,-4.155841
28.636632,4.810533,4.869379
25.06248,-0.787969,1.503812
29.919929,4.999359,3.399532
25.165964,1.277537,2.126086
34.79493,-1.417266,-1.317282
25.928398,-2.902078,-3.573896
31.839293,4.649409,1.41593
34.988474,0.339308,-1.875665
25.003513,0.187391,-1.62731
34.154308,2.782396,4.976093
29.81442,-4.996555,4.248227
33.845313,-3.195868,1.703987
28.909207,-4.879567,-1.47565
32.260115,-4.460032,3.725352
30.023045,-4.999947,4.596556
32.946756,-4.039384,-2.078911
27.494986,4.327228,-3.053316
31.259457,4.838778,-0.627396
30.296437,4.991205,2.929067
34.973195,-0.517044,-2.279813
25.087435,0.930971,3.348618
25.291944,-1.683512,-0.828603
25.103558,-1.012352,1.564172
30.561942,-4.968322,-1.923254
31.415947,-4.79532,-2.851449
33.302872,-3.753803,-2.65671
33.539767,3.531296,-0.736509
25.796179,2.707007,-2.135579
30.91896,-4.914826,3.12821
32.582853,-4.281223,4.160663
25.050043,0.70564,-2.253617
25.281254,1.653311,-4.83256
27.191745,4.136871,-2.316215
34.999644,-0.059672,1.433364
25.34968,-1.836987,0.860193
26.214414,-3.266396,-4.941239
29.314255,-4.952752,1.664727
34.999956,0.021013,3.458545
25.024352,-0.492874,-0.806879
34.147389,-2.792698,3.919387
31.909583,-4.620984,-4.021245
30.261769,4.993143,1.434341
33.654822,-3.412077,-1.310496
34.869336,-1.135589,2.025687
34.995872,0.203124,1.357338
28.150033,-4.645172,-4.578533
34.910157,-0.94359,-2.445997
32.668042,-4.228659,-3.117189
34.652818,1.830651,2.412275
25.110176,-1.043851,0.364141
29.968749,-4.999902,1.329736
34.31307,2.529314,2.462194
26.237973,3.293501,4.464212
30.517702,-4.973126,0.138926
27.035621,4.02647,-0.59639
34.546032,2.081728,2.610396
33.595647,3.474381,2.704527
28.275353,4.693143,-0.524291
33.172386,3.864708,4.425379
25.536456,-2.253169,3.176431
28.421097,-4.744161,4.45881
34.063399,2.913552,3.05918
34.95367,0.679084,4.386498
34.942308,-0.757359,-3.350688
34.508627,2.161547,-3.363439
30.228725,-4.994766,-1.272372
32.121661,4.527533,-0.962009
28.948585,4.888203,2.653998
25.916024,-2.884638,3.593568
32.747471,4.177488,-2.240106
31.000593,-4.898858,3.430079
28.670895,4.820112,4.017292
26.509201,3.57971,-3.422749
32.038136,-4.565742,1.008253
